," 作者:Giannakis, Georgios B.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,h-index = 107 (在纳入 h-Index 的 1084 文献中，有 107 篇已被至少引用 107 次。),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,<1970,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,>2020,总计
出版年份,文献标题,作者,ISSN,期刊标题,卷,期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,17,36,81,40,107,121,186,185,174,232,222,261,334,507,752,922,1439,1937,2449,2627,2854,2755,2747,2614,2665,2812,2595,2511,2673,2458,2941,2794,694,0,45746
2005,Localization via ultra-wideband radios: A look at positioning aspects of future sensor networks,"Gezici S., Tian Z., Giannakis G.B., Kobayashi H., Molisch A.F., Poor H.V., Sahinoglu Z.",10535888,IEEE Signal Processing Magazine,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,64,91,121,126,115,112,123,119,124,112,106,87,107,99,18,0,1531
2000,Wireless multicarrier communications: Where Fourier meets Shannon,"Wang Z., Giannakis G.B.",10535888,IEEE Signal Processing Magazine,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,55,76,103,106,80,93,78,64,72,46,43,40,23,34,19,23,36,35,2,0,1072
2003,A simple and general parameterization quantifying performance in fading channels,"Wang Z., Giannakis G.B.",906778,IEEE Transactions on Communications,51,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,21,35,28,42,65,99,98,92,91,85,82,77,58,52,51,13,0,1004
2004,Ultra-wideband communications,"Yang L., Giannakis G.B.",10535888,IEEE Signal Processing Magazine,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,95,98,99,94,107,86,77,53,72,40,28,19,20,32,6,0,981
2004,Cross-layer combining of adaptive modulation and Coding with truncated ARQ over wireless links,"Liu Q., Zhou S., Giannakis G.B.",15361276,IEEE Transactions on Wireless Communications,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,27,46,65,69,64,83,67,72,38,50,36,44,22,38,24,6,0,761
2002,Optimal designs for space-time linear precoders and decoders,"Scaglione A., Stoica P., Barbarossa S., Giannakis G.B., Sampath H.",1053587X,IEEE Transactions on Signal Processing,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,17,41,52,67,71,67,50,60,56,38,46,25,22,15,16,11,15,0,0,673
2005,Symbol error probabilities for general cooperative links,"Ribeiro A., Cai X., Giannakis G.B.",15361276,IEEE Transactions on Wireless Communications,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,23,36,63,76,102,65,76,46,36,20,17,20,16,12,4,0,621
1994,Statistical Tests for Presence of Cyclostationarity,"Dandawate A.V., Giannakis G.B.",1053587X,IEEE Transactions on Signal Processing,42,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,6,3,5,4,3,8,6,16,13,21,31,26,57,49,53,66,51,43,41,31,31,28,4,0,611
2002,Cyclic prefixing or zero padding for wireless multicarrier transmissions?,"Muquet B., Wang Z., Giannakis G.B., De Courville M., Duhamel P.",906778,IEEE Transactions on Communications,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,26,29,55,43,52,39,46,36,41,41,26,32,39,30,33,19,2,0,599
