," 作者:Mitchell, John C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,h-index = 55 (在纳入 h-Index 的 222 文献中，有 55 篇已被至少引用 55 次。),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,<1970,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,>2020,总计
出版年份,文献标题,作者,ISSN,期刊标题,卷,期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,24,7,43,45,56,94,65,94,144,108,102,88,84,151,114,173,199,307,309,453,422,462,476,482,499,542,577,503,580,472,484,437,408,410,68,0,9499
2002,Design of a role-based trust-management framework,"Li N., Mitchell J.C., Winsborough W.H.",10637109,Proceedings of the IEEE Computer Society Symposium on Research in Security and Privacy,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,20,30,29,52,48,49,41,35,32,22,13,13,4,2,0,1,0,0,408
1997,Automated analysis of cryptographic protocols using Murφ,"Mitchell John C., Mitchell Mark, Stern Ulrich",10637109,Proceedings of the IEEE Computer Society Symposium on Research in Security and Privacy,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,14,28,18,25,26,29,22,17,17,17,20,11,10,10,9,5,7,7,4,0,3,0,312
2000,Architectural support for copy and tamper resistant software,"Lie D., Thekkath C., Mitchell M., Lincoln P., Boneh D., Mitchell J., Horowitz M.",,International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,21,26,25,22,23,19,23,14,15,22,14,20,19,9,2,3,1,0,296
1988,Abstract Types Have Existential Type,"Mitchell J.C., Plotkin G.D.",1640925,ACM Transactions on Programming Languages and Systems (TOPLAS),10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,6,9,6,3,4,7,11,7,6,13,16,13,12,10,12,9,17,12,11,5,5,10,4,7,3,4,3,0,0,235
2012,Third-party web tracking: Policy and technology,"Mayer J.R., Mitchell J.C.",10816011,Proceedings - IEEE Symposium on Security and Privacy,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,26,23,36,35,31,42,6,0,221
2006,Privacy and contextual integrity: Framework and applications,"Barth A., Datta A., Mitchell J.C., Nissenbaum H.",10816011,Proceedings - IEEE Symposium on Security and Privacy,2006, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,13,16,22,20,11,18,19,18,17,18,28,4,0,216
2008,Robust defenses for cross-site request forgery,"Barth A., Jackson C., Mitchell J.C.",15437221,Proceedings of the ACM Conference on Computer and Communications Security,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,27,24,17,33,16,15,15,18,19,3,0,211
2003,Distributed credential chain discovery in trust management,"Li N., Winsborough W.H., Mitchell J.C.",0926227X,Journal of Computer Security,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,25,24,24,19,22,20,11,14,7,6,6,2,4,2,1,2,0,208
2005,Stronger password authentication using browser extensions,"Ross B., Jackson C., Miyake N., Boneh D., Mitchell J.C.",,14th USENIX Security Symposium,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,27,16,5,13,15,12,15,12,14,12,15,8,0,0,202
1989,F-bounded polymorphism for object-oriented programming,"Canning P., Cook W., Hill W., Olthoff W., Mitchell J.C.",,"Proceedings of the 4th International Conference on Functional Programming Languages and Computer Architecture, FPCA 1989",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,3,7,12,11,5,7,7,6,4,3,10,7,6,23,9,4,9,6,6,7,6,8,4,4,4,3,1,2,0,0,194
2003,RT: A Role-based Trust-management framework,"Li N., Mitchell J.C.",,"Proceedings - DARPA Information Survivability Conference and Exposition, DISCEX 2003",1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,15,27,20,17,13,13,22,16,15,11,5,4,1,1,0,0,0,189
2002,Design of a role-based trust-management framework,"Li N., Mitchell J.C., Winsborough W.H.",10816011,Proceedings - IEEE Symposium on Security and Privacy,2002-, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9,17,13,14,14,12,14,6,6,7,12,7,10,9,6,4,3,0,170
2011,Text-based CAPTCHA strengths and weaknesses,"Bursztein E., Martin M., Mitchell J.C.",15437221,Proceedings of the ACM Conference on Computer and Communications Security,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,20,18,20,27,26,16,10,0,168
1999,Meta-notation for protocol analysis,"Cervesato I., Durgin N.A., Lincoln P.D., Mitchell J.C., Scedrov A.",10636900,Proceedings of the Computer Security Foundations Workshop,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,13,20,14,16,12,14,6,11,5,6,5,1,4,3,1,4,7,4,2,0,166
