," 作者:Lewis, Frank L.T.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,h-index = 87 (在纳入 h-Index 的 829 文献中，有 87 篇已被至少引用 87 次。),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,<1970,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,>2020,总计
出版年份,文献标题,作者,ISSN,期刊标题,卷,期,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,4,6,7,22,16,48,30,32,87,60,63,76,95,170,219,172,277,311,380,426,432,490,604,727,787,999,982,1137,1369,1646,2033,2212,2544,3361,3927,4414,1392,0,31570
1986,A survey of linear singular systems,Lewis F.L.,0278081X,"Circuits, Systems, and Signal Processing",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,18,12,7,26,16,17,19,15,18,19,11,19,26,30,32,37,18,39,54,54,60,57,58,55,56,39,41,22,33,43,30,11,0,999
1996,Multilayer neural-net robot controller with guaranteed tracking performance,"Lewis F.L., Yesildirek A., Liu K.",10459227,IEEE Transactions on Neural Networks,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,12,9,24,36,31,39,33,50,45,47,55,66,54,61,53,34,38,24,29,22,29,38,7,0,848
2009,Reinforcement learning and adaptive dynamic programming for feedback control,"Lewis F.L., Vrabie D.",1531636X,IEEE Circuits and Systems Magazine,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,43,46,71,60,58,63,94,130,28,0,620
2005,Nearly optimal control laws for nonlinear systems with saturating actuators using a neural network HJB approach,"Abu-Khalaf M., Lewis F.L.",51098,Automatica,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,14,21,10,23,42,51,53,52,58,91,82,76,26,0,618
2008,Discrete-time nonlinear HJB solution using approximate dynamic programming: Convergence proof,"Al-Tamimi A., Lewis F.L., Abu-Khalaf M.",10834419,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,43,46,53,69,56,55,71,70,59,25,0,575
2010,Online actor-critic algorithm to solve the continuous-time infinite horizon optimal control problem,"Vamvoudakis K.G., Lewis F.L.",51098,Automatica,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,33,51,64,47,56,74,105,94,30,0,573
2007,Intelligent Fault Diagnosis and Prognosis for Engineering Systems,"Vachtsevanos G., Lewis F., Roemer M., Hess A., Wu B.",,Intelligent Fault Diagnosis and Prognosis for Engineering Systems,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,38,43,50,46,56,55,53,54,56,48,44,7,0,573
2011,"Optimal design for synchronization of cooperative systems: State feedback, observer and output feedback","Zhang H., Lewis F.L., Das A.",189286,IEEE Transactions on Automatic Control,56,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,51,66,98,82,87,70,73,22,0,570
1998,Control of a nonholonomic mobile robot using neural networks,"Fierro R., Lewis F.L.",10459227,IEEE Transactions on Neural Networks,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,11,11,31,30,28,28,33,35,31,31,41,36,37,29,32,32,24,12,0,528
2012,Adaptive cooperative tracking control of higher-order nonlinear systems with unknown dynamics,"Zhang H., Lewis F.L.",51098,Automatica,48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,58,51,81,85,90,84,36,0,511
1995,Neural Net Robot Controller with Guaranteed Tracking Performance,"Lewis F.L., Yesildirek A.",10459227,IEEE Transactions on Neural Networks,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,17,13,16,17,15,24,24,25,16,21,28,25,26,25,23,15,20,21,13,23,21,11,3,0,470
2010,Distributed adaptive control for synchronization of unknown nonlinear networked systems,"Das A., Lewis F.L.",51098,Automatica,46,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,39,59,61,68,46,55,45,17,0,422
2012,Reinforcement learning and feedback control: Using natural decision methods to design optimal adaptive controllers,"Lewis F.L., Vrabie D., Vamvoudakis K.G.",1066033X,IEEE Control Systems,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,41,41,62,65,72,80,18,0,387
2009,Adaptive optimal control for continuous-time linear systems based on policy iteration,"Vrabie D., Pastravanu O., Abu-Khalaf M., Lewis F.L.",51098,Automatica,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,22,32,35,47,42,37,37,42,55,13,0,377
1995,Control of a nonholonomic mobile robot: backstepping kinematics into dynamics,"Fierro R., Lewis F.L.",1912216,Proceedings of the IEEE Conference on Decision and Control,4, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,5,7,6,13,13,14,17,18,16,18,21,14,20,28,17,27,18,29,29,19,2,0,358
2013,Distributed cooperative secondary control of microgrids using feedback linearization,"Bidram A., Davoudi A., Lewis F.L., Guerrero J.M.",8858950,IEEE Transactions on Power Systems,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,34,38,78,73,73,26,0,354
2000,Robust backstepping control of nonlinear systems using neural networks,"Kwan C., Lewis F.L.",10834427,"IEEE Transactions on Systems, Man, and Cybernetics Part A:Systems and Humans.",30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,7,10,17,28,18,27,21,21,29,19,20,19,16,22,29,32,6,0,352
1997,Control of a nonholonomic mobile robot: Backsteppins kinematics into dynamics,"Fierro R., Lewis F.L.",7412223,Journal of Robotic Systems,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8,15,9,8,11,18,14,24,21,21,24,36,24,19,23,16,11,25,9,0,344
2012,"Lyapunov, adaptive, and optimal design techniques for cooperative systems on directed communication graphs","Zhang H., Lewis F.L., Qu Z.",2780046,IEEE Transactions on Industrial Electronics,59,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,46,42,38,57,48,54,21,0,328
2015,Distributed cooperative control of dc microgrids,"Nasirian V., Moayedi S., Davoudi A., Lewis F.L.",8858993,IEEE Transactions on Power Electronics,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,42,67,82,81,36,0,326
2009,Neural network approach to continuous-time direct adaptive optimal control for partially unknown nonlinear systems,"Vrabie D., Lewis F.",8936080,Neural Networks,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,29,28,38,43,39,39,41,35,14,0,323
1995,Feedback linearization using neural networks,"Yesildirek A., Lewis F.L.",51098,Automatica,31,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,10,11,10,19,14,20,19,17,17,27,10,18,11,18,8,8,15,14,12,11,11,2,0,320
2000,Deadzone compensation in motion control systems using neural networks,"Selmic R.R., Lewis F.L.",189286,IEEE Transactions on Automatic Control,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,6,8,10,13,13,16,25,26,15,17,28,17,21,17,26,10,26,11,0,313
1993,Dynamic analysis and control of a stewart platform manipulator,"Lebret G., Liu K., Lewis F.L.",7412223,Journal of Robotic Systems,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,12,9,11,8,13,7,15,8,16,25,15,13,14,14,11,18,16,15,12,11,5,0,278
2007,Model-free Q-learning designs for linear discrete-time zero-sum games with application to H-infinity control,"Al-Tamimi A., Lewis F.L., Abu-Khalaf M.",51098,Automatica,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,11,11,16,16,27,15,20,24,29,34,26,17,0,255
2009,Dynamic inversion with zero-dynamics stabilisation for quadrotor control,"Das A., Subbarao K., Lewis F.",17518644,IET Control Theory and Applications,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,26,29,31,28,23,28,34,27,13,0,251
2013,Secondary control of microgrids based on distributed cooperative control of multi-agent systems,"Bidram A., Davoudi A., Lewis F.L., Qu Z.",17518687,"IET Generation, Transmission and Distribution",7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,23,31,58,58,45,18,0,246
