," 作者:Hespanha, João Pedro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,h-index = 60 (在纳入 h-Index 的 350 文献中，有 60 篇已被至少引用 60 次。),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,<1970,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,>2020,总计
出版年份,文献标题,作者,ISSN,期刊标题,卷,期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18,37,85,119,209,309,433,691,772,969,1228,1515,1684,1878,1941,2029,2079,1897,1958,1866,1936,1942,501,0,26100
1997,Eigenfaces vs. fisherfaces: Recognition using class specific linear projection,"Belhumeur P.N., Hespanha J.P., Kriegman D.J.",1628828,IEEE Transactions on Pattern Analysis and Machine Intelligence,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,19,50,61,113,164,229,366,378,441,537,610,631,631,644,652,700,577,578,497,523,404,118,0,8935
2007,A survey of recent results in networked control systems,"Hespanha J.P., Naghshtabrizi P., Xu Y.",189219,Proceedings of the IEEE,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,92,165,211,274,274,305,275,253,228,218,222,213,46,0,2792
1999,Stability of switched systems with average dwell-time,"Hespanha Joao P., Morse A.Stephen",1912216,Proceedings of the IEEE Conference on Decision and Control,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,12,25,30,36,36,41,56,82,93,121,137,158,171,121,139,152,165,157,50,0,1798
2004,Uniform stability of switched linear systems: Extensions of LaSalle's invariance principle,Hespanha J.P.,189286,IEEE Transactions on Automatic Control,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,27,31,41,42,44,45,36,38,39,26,45,40,45,53,16,0,581
2007,Trajectory-tracking and path-following of underactuated autonomous vehicles with parametric modeling uncertainty,"Aguiar A.P., Hespanha J.P.",189286,IEEE Transactions on Automatic Control,52,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,23,24,32,29,36,53,56,54,67,74,92,21,0,571
1999,Stability of switched systems: A Lie-algebraic condition,"Liberzon D., Hespanha J.P., Morse A.S.",1676911,Systems and Control Letters,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,11,23,28,25,43,36,28,42,34,30,32,49,30,17,20,23,17,25,9,0,534
2008,Exponential stability of impulsive systems with application to uncertain sampled-data systems,"Naghshtabrizi P., Hespanha J.P., Teel A.R.",1676911,Systems and Control Letters,57,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,26,40,45,46,46,35,53,50,50,17,0,434
2002,Switching between stabilizing controllers,"Hespanha J.P., Morse A.Stephen",51098,Automatica,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,12,13,20,30,37,36,26,31,21,29,21,16,12,16,20,4,0,360
2009,Linear systems theory,Hespanha J.P.,,Linear Systems Theory,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,20,26,23,35,38,35,46,54,14,0,306
2008,Lyapunov conditions for input-to-state stability of impulsive systems,"Hespanha J.P., Liberzon D., Teel A.R.",51098,Automatica,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,17,23,29,40,26,23,27,36,37,18,0,300
2005,Nonlinear norm-observability notions and stability of switched systems,"Hespanha J.P., Liberzon D., Angeli D., Sontag E.D.",189286,IEEE Transactions on Automatic Control,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,20,24,31,25,31,22,19,18,20,13,13,2,12,4,0,265
2005,Stabilization of nonlinear systems with limited information feedback,"Liberzon D., Hespanha J.P.",189286,IEEE Transactions on Automatic Control,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,15,20,12,21,18,19,11,16,13,19,15,18,15,2,0,239
2003,Overcoming the limitations of adaptive control by means of logic-based switching,"Hespanha J.P., Liberzon D., Morse A.S.",1676911,Systems and Control Letters,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,9,13,18,14,13,15,18,11,19,9,10,6,9,9,4,0,194
2003,Hysteresis-based switching algorithms for supervisory control of uncertain systems,"Hespanha J.P., Liberzon D., Morse A.S.",51098,Automatica,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,10,13,12,15,16,23,13,14,13,9,8,16,8,1,0,191
1996,Eigenfaces vs. Fisherfaces: Recognition using class specific linear projection,"Belhumeur P.N., Hespanha J.P., Kriegman D.J.",3029743,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),1064, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,1,2,3,5,10,12,10,5,13,18,13,19,14,9,6,9,7,6,10,8,0,0,191
2001,Multiple model adaptive control. Part 2: Switching,"Hespanha J., Liberzon D., Stephen Morse A., Anderson B.D.O., Brinsmead T.S., De Bruyne F.",10498923,International Journal of Robust and Nonlinear Control,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,5,9,13,12,18,9,6,15,12,6,16,12,9,8,11,9,0,0,181
1999,Stabilization of nonholonomic integrators via logic-based switching,"Hespanha J.P., Morse A.S.",51098,Automatica,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,7,5,5,8,19,12,15,13,12,12,11,9,11,6,3,7,8,1,0,172
2000,Fundamental limits to force detection using quartz tuning forks,"Grober R.D., Acimovic J., Schuck J., Hessman D., Kindlemann P.J., Hespanha J., Morse A.S., Karrai K., Tiemann I., Manus S.",346748,Review of Scientific Instruments,71,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,10,11,5,12,9,15,6,17,16,8,8,8,7,7,6,4,1,0,161
2000,Multiple model adaptive control. Part 1: Finite controller coverings,"Anderson B.D.O., Brinsmead T.S., De Bruyne F., Hespanha J., Liberzon D., Morse A.S.",10498923,International Journal of Robust and Nonlinear Control,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,5,9,8,7,16,7,6,12,8,10,16,12,6,10,10,4,1,0,159
2010,Distributed transmit beamforming using feedback control,"Mudumbai R., Hespanha J., Madhow U., Barriac G.",189448,IEEE Transactions on Information Theory,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,11,14,26,15,15,13,20,14,7,11,2,0,155
2009,Mistuning-based control design to improve closed-loop stability margin of vehicular platoons,"Barooah P., Mehta P.G., Hespanha J.P.",189286,IEEE Transactions on Automatic Control,54,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,6,11,11,11,15,18,30,12,19,4,0,151
2004,Optimal communication logics in networked control systems,"Xu Y., Hespanha J.P.",1912216,Proceedings of the IEEE Conference on Decision and Control,4, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,12,9,13,7,15,17,18,12,14,5,6,1,0,146
2005,Estimation under uncontrolled and controlled communications in networked control systems,"Xu Y., Hespanha J.P.",,"Proceedings of the 44th IEEE Conference on Decision and Control, and the European Control Conference, CDC-ECC '05",2005, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,10,8,8,17,13,16,8,9,11,10,8,8,1,0,141
2009,Coordinated path-following in the presence of communication losses and time delays,"Ghabcheloo R., Aguiar A.P., Pascoal A., Silvestre C., Kaminer I., Hespanha J.",3630129,SIAM Journal on Control and Optimization,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,13,10,12,15,25,14,13,13,1,2,0,137
2004,Hybrid systems: Generalized solutions and robust stability,"Goebel R., Hespanha J., Teel A.R., Cai C., Sanfelice R.",14746670,IFAC Proceedings Volumes (IFAC-PapersOnline),37,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,17,15,11,12,11,4,7,8,2,3,7,7,7,0,0,135
2005,Path-following for nonminimum phase systems removes performance limitations,"Aguiar A.P., Hespanha J.P., Kokotovic P.V.",189286,IEEE Transactions on Automatic Control,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,9,11,9,8,7,12,8,9,14,11,11,9,2,0,134
2009,Data transmission over networks for estimation and control,"Gupta V., Dana A.F., Hespanha J.P., Murray R.M., Hassibi B.",189286,IEEE Transactions on Automatic Control,54,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,14,16,14,12,14,12,9,11,0,0,130
2003,Root-Mean-Square Gains of Switched Linear Systems,Hespanha J.P.,189286,IEEE Transactions on Automatic Control,48,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,7,10,7,10,9,12,12,7,8,12,4,6,5,2,0,129
2007,Estimation on Graphs from Relative Measurements,"Barooah P., Hespanha J.",1066033X,IEEE Control Systems,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,7,9,11,6,12,12,8,11,16,12,2,0,119
2005,Designing an observer-based controller for a network control system,"Naghshtabrizi P., Hespanha J.P.",,"Proceedings of the 44th IEEE Conference on Decision and Control, and the European Control Conference, CDC-ECC '05",2005, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,17,17,13,12,9,8,7,4,4,3,8,5,0,0,114
1999,Multiple-agent probabilistic pursuit-evasion games,"Hespanha Joao P., Kim Hyoun Jin, Sastry Shankar",1912216,Proceedings of the IEEE Conference on Decision and Control,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,6,6,7,9,9,6,7,12,7,2,7,2,6,6,2,2,2,0,0,111
2005,Scalable feedback control for distributed beamforming in sensor networks,"Mudumbai R., Hespanha J., Madhow U., Barriac G.",21578099,IEEE International Symposium on Information Theory - Proceedings,2005, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,6,15,12,14,12,5,5,9,5,3,2,0,0,104
2008,Performance limitations in reference tracking and path following for nonlinear systems,"Aguiar A.P., Hespanha J.P., Kokotovic P.V.",51098,Automatica,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,7,6,7,17,7,12,8,16,4,0,103
2006,Graph effective resistance and distributed control: Spectral properties and applications,"Barooah P., Hespanha J.P.",1912216,Proceedings of the IEEE Conference on Decision and Control,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,9,8,6,4,7,11,11,13,12,8,2,0,103
2011,Approximate moment dynamics for chemically reacting systems,"Singh A., Hespanha J.P.",189286,IEEE Transactions on Automatic Control,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,11,10,12,14,7,14,20,3,0,101
2005,Error amplification and disturbance propagation in vehicle strings with decentralized linear control,"Barooah P., Hespanha J.P.",,"Proceedings of the 44th IEEE Conference on Decision and Control, and the European Control Conference, CDC-ECC '05",2005, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,3,4,7,9,11,12,8,14,9,12,3,0,99
2003,Position Tracking of Underactuated Vehicles,"Aguiar A.P., Hespanha J.P.",7431619,Proceedings of the American Control Conference,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,6,4,4,3,9,11,5,10,5,4,8,5,7,4,1,0,98
2005,A model for stochastic hybrid systems with application to communication networks,Hespanha J.P.,0362546X,"Nonlinear Analysis, Theory, Methods and Applications",62,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,8,4,11,6,7,6,12,2,5,7,9,5,1,0,89
1999,Certainty equivalence implies detectability,"Hespanha J.P., Morse A.S.",1676911,Systems and Control Letters,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,10,6,4,7,1,7,7,5,4,4,3,7,2,3,2,1,1,3,0,0,89
2010,Tracking control for sampled-data systems with uncertain time-varying sampling intervals and delays,"Van De Wouw N., Naghshtabrizi P., Cloosterman M.B.G., Hespanha J.P.",10498923,International Journal of Robust and Nonlinear Control,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,8,6,14,10,10,7,9,9,1,0,88
2005,Stochastic models for chemically reacting systems using polynomial stochastic hybrid systems,"Hespanha J.P., Singh A.",10498923,International Journal of Robust and Nonlinear Control,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,9,8,6,6,5,2,3,8,8,4,8,8,2,0,88
2007,Multi-model adaptive control of a simulated pH neutralization process,"Boling J.M., Seborg D.E., Hespanha J.P.",9670661,Control Engineering Practice,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,7,9,15,8,7,2,5,5,4,5,2,0,84
1999,Logic-based switching control of a nonholonomic system with parametric modeling uncertainty,"Hespanha J.P., Liberzon D., Morse A.S.",1676911,Systems and Control Letters,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,5,4,8,7,7,6,4,3,2,4,6,2,2,4,4,4,2,0,84
2004,Stochastic hybrid systems: Application to communication networks,Hespanha J.P.,3029743,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2993, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,5,2,7,1,3,5,3,11,3,2,8,5,1,1,0,80
2001,Hybrid modeling of TCP congestion control,"Hespanha J.P., Bohacek S., Obraczka K., Lee J.",3029743,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2034, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,9,4,3,4,4,6,3,2,5,5,9,4,2,2,2,1,0,80
2000,Probabilistic pursuit-evasion games: A one-step nash approach,"Hespanha J.P., Prandini M., Sastry S.",1912216,Proceedings of the IEEE Conference on Decision and Control,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,4,5,6,5,6,2,3,8,5,4,3,4,6,3,3,3,4,0,80
2015,Observability of linear systems under adversarial attacks,"Chong M.S., Wakaiki M., Hespanha J.P.",7431619,Proceedings of the American Control Conference,2015-, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,23,32,2,0,79
2002,Supervision of integral-input-to-state stabilizing controllers,"Hespanha J.P., Liberzon D., Morse A.Stephen",51098,Automatica,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,7,1,8,6,2,7,5,5,6,6,3,2,0,1,5,1,0,79
2010,Stability of delay impulsive systems with application to networked control systems,"Naghshtabrizi P., Hespanha J.P., Teel A.R.",1423312,Transactions of the Institute of Measurement &amp; Control,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,4,13,12,9,9,7,6,2,0,73
2006,On the robust stability and stabilization of sampled-data systems: A hybrid system approach,"Naghshtabrizi P., Hespanha J.P., Teel A.R.",1912216,Proceedings of the IEEE Conference on Decision and Control,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,15,9,7,3,3,5,2,4,5,4,2,1,0,73
