," 作者:Akyìldìz, Ian Fuat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,h-index = 97 (在纳入 h-Index 的 533 文献中，有 97 篇已被至少引用 97 次。),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,<1970,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,>2020,总计
出版年份,文献标题,作者,ISSN,期刊标题,卷,期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,8,15,11,28,27,14,26,35,97,101,146,258,395,534,962,1504,1991,2685,3292,3776,4795,4750,5128,5358,5218,5330,5307,5222,4726,5047,1277,0,68097
2002,Wireless sensor networks: A survey,"Akyildiz I.F., Su W., Sankarasubramaniam Y., Cayirci E.",13891286,Computer Networks,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,69,182,359,502,648,743,795,948,912,892,903,867,859,833,762,715,714,193,0,11903
2002,A survey on sensor networks,"Akyildiz I.F., Su W., Sankarasubramaniam Y., Cayirci E.",1636804,IEEE Communications Magazine,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,179,407,513,708,799,888,991,839,851,748,670,620,580,485,409,378,99,0,10210
2006,NeXt generation/dynamic spectrum access/cognitive radio wireless networks: A survey,"Akyildiz I.F., Lee W.-Y., Vuran M.C., Mohanty S.",13891286,Computer Networks,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,213,346,476,468,521,517,504,418,364,326,282,234,70,0,4807
2005,Wireless mesh networks: A survey,"Akyildiz I.F., Wang X., Wang W.",13891286,Computer Networks,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,98,199,301,287,320,318,263,254,204,160,159,112,75,96,33,0,2895
2005,Underwater acoustic sensor networks: Research challenges,"Akyildiz I.F., Pompili D., Melodia T.",15708705,Ad Hoc Networks,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,41,115,112,144,100,151,170,136,154,192,189,168,201,46,0,1945
2007,A survey on wireless multimedia sensor networks,"Akyildiz I.F., Melodia T., Chowdhury K.R.",13891286,Computer Networks,51,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,81,125,198,193,207,154,159,159,136,119,118,82,20,0,1778
