," 作者:Schuller, Björn W.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,h-index = 66 (在纳入 h-Index 的 636 文献中，有 66 篇已被至少引用 66 次。),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,<1970,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,>2020,总计
出版年份,文献标题,作者,ISSN,期刊标题,卷,期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,16,25,24,43,90,182,375,630,681,1099,1233,1576,1700,2386,3138,3555,840,0,17604
2010,OpenSMILE - The Munich versatile and fast open-source audio feature extractor,"Eyben F., Wollmer M., Schuller B.",,MM'10 - Proceedings of the ACM Multimedia 2010 International Conference,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,54,94,112,108,111,133,175,169,45,0,1036
2013,"Recent developments in openSMILE, the munich open-source multimedia feature extractor","Eyben F., Weninger F., Gross F., Schuller B.",,MM 2013 - Proceedings of the 2013 ACM Multimedia Conference,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,67,94,106,148,146,25,0,600
2013,New avenues in opinion mining and sentiment analysis,"Cambria E., Schuller B., Xia Y., Havasi C.",15411672,IEEE Intelligent Systems,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,47,66,94,88,100,124,29,0,571
2009,The INTERSPEECH 2009 emotion challenge,"Schuller B., Steidl S., Batliner A.",19909772,"Proceedings of the Annual Conference of the International Speech Communication Association, INTERSPEECH",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,48,29,38,48,42,58,69,72,75,13,0,547
2011,Recognising realistic emotions and affect in speech: State of the art and lessons learnt from the first challenge,"Schuller B., Batliner A., Steidl S., Seppi D.",1676393,Speech Communication,53, 9-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41,54,49,61,50,39,52,47,11,0,413
2013,"The INTERSPEECH 2013 computational paralinguistics challenge: Social signals, conflict, emotion, autism","Schuller B., Steidl S., Batliner A., Vinciarelli A., Scherer K., Ringeval F., Chetouani M., Weninger F., Eyben F., Marchi E., Mortillaro M., Salamin H., Polychroniou A., Valente F., Kim S.",2308457X,"Proceedings of the Annual Conference of the International Speech Communication Association, INTERSPEECH",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,38,59,59,66,64,13,0,362
2010,The INTERSPEECH 2010 paralinguistic challenge,"Schuller B., Steidl S., Batliner A., Burkhardt F., Devillers L., Muller C., Narayanan S.",,"Proceedings of the 11th Annual Conference of the International Speech Communication Association, INTERSPEECH 2010",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,26,25,30,32,41,38,53,44,9,0,333
2016,The Geneva Minimalistic Acoustic Parameter Set (GeMAPS) for Voice Research and Affective Computing,"Eyben F., Scherer K.R., Schuller B.W., Sundberg J., Andre E., Busso C., Devillers L.Y., Epps J., Laukka P., Narayanan S.S., Truong K.P.",19493045,IEEE Transactions on Affective Computing,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,53,83,115,19,0,288
2016,Adieu features? End-to-end speech emotion recognition using a deep convolutional recurrent network,"Trigeorgis G., Ringeval F., Brueckner R., Marchi E., Nicolaou M.A., Schuller B., Zafeiriou S.",15206149,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",2016-, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,51,101,100,18,0,280
2009,OpenEAR - Introducing the Munich open-source emotion and affect recognition toolkit,"Eyben F., Wollmer M., Schuller B.",,"Proceedings - 2009 3rd International Conference on Affective Computing and Intelligent Interaction and Workshops, ACII 2009",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,36,20,33,22,21,19,23,17,22,4,0,250
2004,Speech emotion recognition combining acoustic features and linguistic information in a hybrid support vector machine - Belief network architecture,"Schuller B., Rigol G., Lang M.",15206149,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,6,3,7,16,21,18,22,12,23,12,24,25,25,8,0,235
2003,Hidden Markov model-based speech emotion recognition,"Schuller B., Rigoll G., Lang M.",15206149,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,8,11,11,19,18,13,17,19,16,16,13,10,16,4,0,210
2008,Abandoning emotion classes - Towards continuous emotion recognition with modelling of long-range dependencies,"Wollmer M., Eyben F., Reiter S., Schuller B., Cox C., Douglas-Cowie E., Cowie R.",19909772,"Proceedings of the Annual Conference of the International Speech Communication Association, INTERSPEECH",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,15,22,12,18,15,20,14,27,18,22,4,0,199
2010,Cross-Corpus acoustic emotion recognition: Variances and strategies,"Schuller B., Vlasenko B., Eyben F., Wollmer M., Stuhlsatz A., Wendemuth A., Rigoll G.",19493045,IEEE Transactions on Affective Computing,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,14,19,25,21,27,29,33,5,0,197
2013,AVEC 2013 - The continuous Audio/Visual Emotion and depression recognition challenge,"Valstar M., Schuller B., Smith K., Eyben F., Jiang B., Bilakhia S., Schnieder S., Cowie R., Pantic M.",,AVEC 2013 - Proceedings of the 3rd ACM International Workshop on Audio/Visual Emotion Challenge,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,36,27,24,28,38,9,0,194
2015,Speech enhancement with LSTM recurrent neural networks and its application to noise-robust ASR,"Weninger F., Erdogan H., Watanabe S., Vincent E., Le Roux J., Hershey J.R., Schuller B.",3029743,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),9237, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,54,78,11,0,193
2011,AVEC 2011 - The first international audio/visual emotion challenge,"Schuller B., Valstar M., Eyben F., McKeown G., Cowie R., Pantic M.",3029743,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),6975,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,26,28,31,28,13,16,16,17,4,0,191
2013,Categorical and dimensional affect analysis in continuous input: Current trends and future directions,"Gunes H., Schuller B.",2628856,Image and Vision Computing,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,27,29,39,34,25,5,0,181
2013,Sparse autoencoder-based feature transfer learning for speech emotion recognition,"Deng J., Zhang Z., Marchi E., Schuller B.",,"Proceedings - 2013 Humaine Association Conference on Affective Computing and Intelligent Interaction, ACII 2013",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20,31,41,55,13,0,180
