," 作者:Hinton, Geoffrey E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,h-index = 87 (在纳入 h-Index 的 221 文献中，有 87 篇已被至少引用 87 次。),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,<1970,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,>2020,总计
出版年份,文献标题,作者,ISSN,期刊标题,卷,期,0,0,0,0,0,0,0,0,0,0,0,29,2,1,9,21,32,44,87,159,221,190,238,336,310,312,350,386,408,415,400,396,410,475,538,529,612,648,800,770,1118,1267,1497,1762,2694,4264,6959,11791,18812,29095,39123,11275,0,138785
2012,ImageNet classification with deep convolutional neural networks,"Krizhevsky A., Sutskever I., Hinton G.E.",10495258,Advances in Neural Information Processing Systems,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,97,342,1346,3194,5704,8988,11928,3017,0,34619
2015,Deep learning,"Lecun Y., Bengio Y., Hinton G.",280836,Nature,521,7553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,51,742,2193,4498,6810,2217,0,16514
2014,Dropout: A simple way to prevent neural networks from overfitting,"Srivastava N., Hinton G., Krizhevsky A., Sutskever I., Salakhutdinov R.",15324435,Journal of Machine Learning Research,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,178,661,1550,2811,3904,1103,0,10214
1986,Learning representations by back-propagating errors,"Rumelhart D.E., Hinton G.E., Williams R.J.",280836,Nature,323,6088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,20,31,55,75,121,108,107,133,151,161,147,163,153,163,176,191,202,232,249,250,281,295,299,303,317,377,407,473,541,617,970,1286,433,0,9497
2006,Reducing the dimensionality of data with neural networks,"Hinton G.E., Salakhutdinov R.R.",368075,Science,313,5786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,37,74,111,122,158,272,441,665,900,1216,1566,1828,555,0,7979
2006,A fast learning algorithm for deep belief nets,"Hinton G.E., Osindero S., Teh Y.-W.",8997667,Neural Computation,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,27,64,96,148,168,330,555,772,1059,1227,1475,1496,455,0,7902
2008,Visualizing data using t-SNE,"Van Der Maaten L., Hinton G.",15324435,Journal of Machine Learning Research,9, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,37,51,66,88,139,290,495,980,1692,2596,803,0,7258
2010,Rectified linear units improve Restricted Boltzmann machines,"Nair V., Hinton G.E.",,"ICML 2010 - Proceedings, 27th International Conference on Machine Learning",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,15,38,81,173,340,757,1308,2019,552,0,5295
2012,Deep neural networks for acoustic modeling in speech recognition: The shared views of four research groups,"Hinton G., Deng L., Yu D., Dahl G., Mohamed A.-R., Jaitly N., Senior A., Vanhoucke V., Nguyen P., Sainath T., Kingsbury B.",10535888,IEEE Signal Processing Magazine,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,127,252,401,629,800,972,1216,297,0,4702
2013,Speech recognition with deep recurrent neural networks,"Graves A., Mohamed A.-R., Hinton G.",15206149,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,54,125,299,491,759,1024,268,0,3024
2002,Training products of experts by minimizing contrastive divergence,Hinton G.E.,8997667,Neural Computation,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,20,21,37,24,77,82,80,105,142,233,273,329,331,333,310,94,0,2506
1985,A learning algorithm for boltzmann machines,"Ackley D.H., Hinton G.E., Sejnowski T.J.",3640213,Cognitive Science,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,39,76,42,35,57,57,32,31,42,34,33,28,24,24,23,20,27,23,24,26,28,32,46,48,42,56,70,70,80,81,107,119,120,33,0,1651
2017,ImageNet classification with deep convolutional neural networks,"Krizhevsky A., Sutskever I., Hinton G.E.",10782,Communications of the ACM,60,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,254,689,351,0,1317
1989,Phoneme Recognition Using Time-Delay Neural Networks,"Waibel A., Hanazawa T., Hinton G., Shikano K., Lang K.J.",963518,"IEEE Transactions on Acoustics, Speech, and Signal Processing",37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,24,41,33,43,30,33,35,30,25,20,27,44,31,20,31,31,41,30,31,27,27,31,27,39,39,65,52,86,84,22,0,1115
2012,Acoustic modeling using deep belief networks,"Mohamed A.-R., Dahl G.E., Hinton G.",15587916,"IEEE Transactions on Audio, Speech and Language Processing",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,93,133,154,145,142,159,154,45,0,1051
2007,Restricted Boltzmann machines for collaborative filtering,"Salakhutdinov R., Mnih A., Hinton G.",,ACM International Conference Proceeding Series,227, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,18,26,22,25,35,52,68,88,153,147,177,47,0,879
2009,Deep Boltzmann machines,"Salakhutdinov R., Hinton G.",15324435,Journal of Machine Learning Research,5, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,18,17,35,60,96,114,121,181,132,39,0,821
2013,On the importance of initialization and momentum in deep learning,"Sutskever I., Martens J., Dahl G., Hinton G.",,"30th International Conference on Machine Learning, ICML 2013",,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,57,130,146,142,180,46,0,726
2009,Semantic hashing,"Salakhutdinov R., Hinton G.",0888613X,International Journal of Approximate Reasoning,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,23,37,49,82,76,92,100,101,95,27,0,696
1989,Connectionist learning procedures,Hinton G.E.,43702,Artificial Intelligence,40, 1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,18,25,41,36,21,34,29,16,21,25,16,18,20,18,17,23,16,16,14,11,18,19,17,20,18,17,24,34,30,11,0,654
2012,A practical guide to training restricted boltzmann machines,Hinton G.E.,3029743,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),7700, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,34,63,93,107,129,156,57,0,649
2017,Dynamic routing between capsules,"Sabour S., Frosst N., Hinton G.E.",10495258,Advances in Neural Information Processing Systems,2017-, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,365,106,0,601
