," 作者:Morari, Manfred",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,h-index = 90 (在纳入 h-Index 的 731 文献中，有 90 篇已被至少引用 90 次。),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,<1970,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,>2020,总计
出版年份,文献标题,作者,ISSN,期刊标题,卷,期,0,0,0,0,0,0,0,0,0,0,0,3,13,15,29,15,67,70,145,135,167,231,221,181,159,218,243,339,465,457,412,578,687,902,1103,1234,1311,1479,1554,1495,1606,1769,1979,2085,2339,2828,2638,2616,2732,2751,2813,866,0,40950
1989,Model predictive control: Theory and practice-A survey,"Garcia C.E., Prett D.M., Morari M.",51098,Automatica,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,15,12,17,22,25,33,50,47,40,55,68,81,74,63,64,74,86,74,70,90,97,100,121,131,132,97,107,119,103,50,0,2121
1999,"Control of systems integrating logic, dynamics, and constraints","Bemporad A., Morari M.",51098,Automatica,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,28,60,83,92,128,129,106,107,99,86,118,123,134,142,138,132,113,116,126,38,0,2116
2002,The explicit linear quadratic regulator for constrained systems,"Bemporad A., Morari M., Dua V., Pistikopoulos E.N.",51098,Automatica,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,67,65,88,106,96,119,95,111,162,149,125,166,142,122,118,135,130,34,0,2061
1996,Robust constrained model predictive control using linear matrix inequalities,"Kothare M.V., Balakrishnan V., Morari M.",51098,Automatica,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,16,36,37,36,58,67,68,75,84,89,99,99,108,107,112,143,117,108,109,100,111,38,0,1829
1999,"Model predictive control: Past, present and future","Morari M., H. Lee J.",981354,Computers and Chemical Engineering,23, 4-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,9,35,37,40,54,63,74,59,69,89,74,76,77,106,89,101,102,108,85,25,0,1384
1986,Internal Model Control: Pid Controller Design,"Rivera D., Morarl M., Skogestad S.",1964305,Industrial and Engineering Chemistry Process Design and Development,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,6,8,8,6,6,9,10,13,12,14,14,11,20,28,24,36,22,41,37,40,40,39,55,80,65,73,61,69,76,69,85,19,0,1110
1982,Internal Model Control. 1. a Unifying Review and Some New Results,"Garcia C.E., Morari M.",1964305,Industrial and Engineering Chemistry Process Design and Development,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,12,29,20,27,31,25,27,24,25,16,18,25,22,19,24,24,32,26,31,26,26,15,27,36,37,41,48,46,48,36,31,52,45,53,14,0,1060
1994,A unified framework for the study of anti-windup designs,"Kothare M.V., Campo P.J., Morari M., Nett C.N.",51098,Automatica,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,11,13,18,28,37,40,43,45,33,47,55,44,36,34,38,23,39,26,24,22,38,23,21,6,0,749
2012,Use of model predictive control and weather forecasts for energy efficient building climate control,"Oldewurtel F., Parisio A., Jones C.N., Gyalistras D., Gwerder M., Stauch V., Lehmann B., Morari M.",3787788,Energy and Buildings,45, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,40,75,83,87,87,87,99,26,0,598
2009,"Model predictive direct torque control - Part I: Concept, algorithm, and analysis","Geyer T., Papafotiou G., Morari M.",2780046,IEEE Transactions on Industrial Electronics,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,35,49,75,73,51,64,71,50,40,13,0,554
2002,Model predictive control based on linear programming - The explicit solution,"Bemporad A., Borrelli F., Morari M.",189286,IEEE Transactions on Automatic Control,47,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,13,23,28,26,35,27,41,30,31,38,38,30,26,31,39,14,0,491
2000,Observability and controllability of piecewise affine and hybrid systems,"Bemporad A., Ferrari-Trecate G., Morari M.",189286,IEEE Transactions on Automatic Control,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,18,36,36,39,28,33,23,28,27,24,24,30,28,14,21,21,18,17,9,0,486
2013,Multi-parametric toolbox 3.0,"Herceg M., Kvasnica M., Jones C.N., Morari M.",,"2013 European Control Conference, ECC 2013",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,55,63,83,77,113,28,0,455
2003,A clustering technique for the identification of piecewise affine systems,"Ferrari-Trecate G., Muselli M., Liberati D., Morari M.",51098,Automatica,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,17,24,30,25,25,32,37,25,40,25,24,24,20,21,26,11,0,428
1986,Internal Model Control: Extension to Nonlinear System,"Economou C.Q., Morari M., Palsson B.O.",1964305,Industrial and Engineering Chemistry Process Design and Development,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,11,12,11,10,10,9,13,14,16,12,16,12,11,14,8,11,15,18,13,6,13,9,12,11,14,9,9,8,11,8,3,0,359
2003,Min-Max Control of Constrained Uncertain Discrete-Time Linear Systems,"Bemporad A., Borrelli F., Morari M.",189286,IEEE Transactions on Automatic Control,48,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16,22,30,18,28,21,13,22,25,17,27,28,26,16,18,19,3,0,354
2001,Multivariable anti-windup controller synthesis using linear matrix inequalities,"Mulder E.F., Kothare M.V., Morari M.",51098,Automatica,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,16,25,15,19,28,18,20,21,22,16,16,16,16,16,12,10,15,4,0,320
2001,A reliable gait phase detection system,"Pappas I.P.I., Popovic M.R., Keller T., Dietz V., Morari M.",15344320,IEEE Transactions on Neural Systems and Rehabilitation Engineering,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,6,11,9,19,18,14,18,17,20,29,20,30,26,23,24,20,3,0,318
2002,An improved approach for constrained robust model predictive control,"A. Cuzzola F., C. Geromel J., Morari M.",51098,Automatica,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,20,25,20,27,16,15,15,17,19,24,17,25,16,25,7,0,312
2010,Energy efficient building climate control using Stochastic Model Predictive Control and weather predictions,"Oldewurtel F., Parisio A., Jones C.N., Morari M., Gyalistras D., Gwerder M., Stauch V., Lehmann B., Wirth K.",,"Proceedings of the 2010 American Control Conference, ACC 2010",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,35,38,37,42,32,24,33,22,8,0,302
