," 作者:Chang., Shihfu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,h-index = 80 (在纳入 h-Index 的 482 文献中，有 80 篇已被至少引用 80 次。),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,<1970,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,>2020,总计
出版年份,文献标题,作者,ISSN,期刊标题,卷,期,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,8,14,37,132,213,248,281,537,569,690,814,908,883,903,1075,1114,1160,1004,1262,1457,1613,1622,1926,1989,2095,2263,629,1,25453
1999,"Image retrieval: Current techniques, promising directions, and open issues","Rui Y., Huang T.S., Chang S.-F.",10473203,Journal of Visual Communication and Image Representation,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,44,52,76,86,98,75,77,103,78,78,69,78,78,80,65,83,42,61,64,11,0,1423
1996,VisualSEEk: A fully automated content-based image query system,"Smith John R., Chang Shih-Fu",,Proceedings of the ACM International Multimedia Conference &amp; Exhibition,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,40,41,63,79,92,80,77,89,66,62,71,74,68,63,50,50,42,25,26,18,9,7,3,0,1220
2012,Supervised hashing with kernels,"Liu W., Wang J., Ji R., Jiang Y.-G., Chang S.-F.",10636919,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,64,83,121,171,183,169,59,0,898
2011,Hashing with graphs,"Liu W., Wang J., Kumar S., Chang S.-F.",,"Proceedings of the 28th International Conference on Machine Learning, ICML 2011",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,46,63,82,100,118,116,85,38,0,672
2012,Semi-supervised hashing for large-scale search,"Wang J., Kumar S., Chang S.-F.",1628828,IEEE Transactions on Pattern Analysis and Machine Intelligence,34,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,41,61,80,90,98,84,35,0,523
2006,Large-scale concept ontology for multimedia,"Naphade M., Smith J.R., Tesic J., Chang S.-F., Hsu W., Kennedy L., Hauptmann A., Curtis J.",1070986X,IEEE Multimedia,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,48,54,67,55,47,57,49,43,25,21,14,15,10,1,0,514
2001,A robust image authentication method distinguishing JPEG compression from malicious manipulation,"Lin C.-Y., Chang S.-F.",10518215,IEEE Transactions on Circuits and Systems for Video Technology,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10,25,34,33,33,34,40,38,28,32,31,19,22,27,18,17,13,4,0,468
2010,Semi-supervised hashing for scalable image retrieval,"Wang J., Kumar S., Chang S.-F.",10636919,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,29,45,48,54,60,70,65,47,16,0,453
2001,Overview of the MPEG-7 standard,"Chang S.-F., Sikora T., Puri A.",10518215,IEEE Transactions on Circuits and Systems for Video Technology,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,17,23,35,20,24,21,27,18,27,28,22,17,12,6,7,7,2,0,334
1996,Robust content based digital signature for image authentication,"Schneider Marc, Chang Shih-Fu",,IEEE International Conference on Image Processing,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,2,17,16,19,14,19,24,21,19,12,14,23,19,18,13,11,14,12,9,14,6,0,328
2010,Large graph construction for scalable semi-supervised learning,"Liu W., He J., Chang S.-F.",,"ICML 2010 - Proceedings, 27th International Conference on Machine Learning",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,19,25,31,46,48,50,45,39,13,0,324
2012,Spherical hashing,"Heo J.-P., Lee Y., He J., Chang S.-F., Yoon S.-E.",10636919,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,37,43,38,58,57,39,14,0,316
2013,Large-scale visual sentiment ontology and detectors using adjective noun pairs,"Borth D., Ji R., Chen T., Breuel T., Chang S.-F.",,MM 2013 - Proceedings of the 2013 ACM Multimedia Conference,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,60,51,50,72,15,0,307
1998,A fully automated content-based video search engine supporting spatiotemporal queries,"Chang S.-F., Chen W., Meng H.J., Sundaram H., Zhong D.",10518215,IEEE Transactions on Circuits and Systems for Video Technology,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,12,33,17,18,30,25,25,22,14,15,19,15,11,9,3,5,6,2,2,1,0,0,290
1994,Transform features for texture classification and discrimination in large image databases,"Smith J.R., Chang S.-F.",15224880,"Proceedings - International Conference on Image Processing, ICIP",3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,8,7,9,13,24,17,19,16,15,12,17,16,14,16,12,4,7,8,10,6,7,4,0,0,269
1996,Tools and techniques for color image retrieval,"Smith John R., Chang Shih-Fu",0277786X,Proceedings of SPIE - The International Society for Optical Engineering,2670, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,10,16,16,13,14,17,9,12,14,17,14,12,16,12,9,8,6,3,8,6,3,0,261
1995,Manipulation and Compositing of MC-DCT Compressed Video,"Chang S.-F., Messerschmitt D.G.",7338716,IEEE Journal on Selected Areas in Communications,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,14,15,12,13,20,16,22,21,32,22,17,7,8,11,8,0,3,1,2,2,0,3,0,0,0,257
2014,Discrete graph hashing,"Liu W., Mu C., Kumar S., Chang S.-F.",10495258,Advances in Neural Information Processing Systems,4, January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,56,65,63,19,0,254
2010,Sequential projection learning for hashing with compact codes,"Wang J., Kumar S., Chang S.-F.",,"ICML 2010 - Proceedings, 27th International Conference on Machine Learning",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,18,39,42,23,26,36,25,20,7,0,247
1997,Visually searching the web for content,"Smith J.R., Chang S.-F.",1070986X,IEEE Multimedia,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,14,15,19,18,15,13,27,21,11,13,8,11,3,10,6,2,9,4,1,4,2,0,0,246
2000,Semi-fragile watermarking for authenticating JPEG visual content,"Lin Ching-Yung, Chang Shih-Fu",0277786X,Proceedings of SPIE - The International Society for Optical Engineering,3971, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,12,25,19,29,17,20,23,18,15,7,8,6,6,3,6,3,6,1,0,245
1997,A highly efficient system for automatic face region detection in MPEG video,"Wang H., Chang S.-F.",10518215,IEEE Transactions on Circuits and Systems for Video Technology,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,9,18,24,19,21,23,20,15,14,14,15,5,4,5,5,3,1,1,6,4,1,0,241
2016,Temporal action localization in untrimmed videos via multi-stage CNNs,"Shou Z., Wang D., Chang S.-F.",10636919,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2016-, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,67,108,24,0,235
1997,VideoQ: an automated content based video search system using visual cues,"Chang Shih-Fu, Chen William, Meng Horace J., Sundaram Hari, Zhong Di",,Proceedings of the ACM International Multimedia Conference &amp; Exhibition,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,15,16,23,22,13,17,20,9,13,12,10,10,5,2,3,4,5,2,1,3,2,1,0,219
2009,Graph construction and b-matching for semi-supervised learning,"Jebara T., Wang J., Chang S.-F.",,"Proceedings of the 26th International Conference On Machine Learning, ICML 2009",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,22,28,27,26,21,15,20,23,4,0,210
2016,Learning to hash for indexing big data - A survey,"Wang J., Liu W., Kumar S., Chang S.-F.",189219,Proceedings of the IEEE,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,46,55,65,19,0,203
2004,Blind detection of photomontage using higher order statistics,"Ng T.-T., Chang S.-F., Sun Q.",2714310,Proceedings - IEEE International Symposium on Circuits and Systems,5, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,12,12,20,18,18,25,16,16,12,6,8,8,18,2,0,201
2011,Consumer video understanding: A benchmark database and an evaluation of human and machine performance,"Jiang Y.-G., Ye G., Chang S.-F., Ellis D., Loui A.C.",,"Proceedings of the 1st ACM International Conference on Multimedia Retrieval, ICMR'11",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,18,24,24,33,29,23,18,5,0,195
2012,Segmentation using superpixels: A bipartite graph partitioning approach,"Li Z., Wu X.-M., Chang S.-F.",10636919,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,19,23,41,24,31,28,11,0,194
2001,Algorithms and system for segmentation and structure analysis in soccer video,"Xu P., Xie L., Chang S.-F., Divakaran A., Vetro A., Sun H.",19457871,Proceedings - IEEE International Conference on Multimedia and Expo,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,28,14,15,12,13,9,9,8,10,8,5,4,1,4,2,5,1,0,187
2012,Robust visual domain adaptation with low-rank reconstruction,"Jhuo I.-H., Liu D., Lee D.T., Chang S.-F.",10636919,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,27,22,24,27,35,12,0,182
2007,Video search reranking through random walk over document-level context graph,"Hsu W.H., Kennedy L.S., Chang S.-F.",,Proceedings of the ACM International Multimedia Conference and Exhibition,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,17,22,19,15,19,16,15,11,7,6,1,0,177
2005,"Video adaptation: Concepts, technologies, and open issues","Chang S.-F., Vetro A.",189219,Proceedings of the IEEE,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,25,20,18,15,12,13,11,13,6,5,2,4,3,0,0,172
2004,Structure analysis of soccer video with domain knowledge and hidden Markov models,"Xie L., Xu P., Chang S.-F., Divakaran A., Sun H.",1678655,Pattern Recognition Letters,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,20,9,20,21,18,17,15,13,8,4,3,2,2,2,0,0,169
2002,Structure analysis of soccer video with hidden Markov models,"Xie L., Chang S.-F., Divakaran A., Sun H.",15206149,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",4, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,22,23,18,13,11,11,10,2,6,3,5,4,4,5,1,5,1,0,168
1996,Automated binary texture feature sets for image retrieval,"Smith John R., Chang Shih-Fu",7367791,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",4, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,5,4,11,6,6,13,8,7,17,6,13,7,12,7,6,7,6,0,163
