," 作者:Stankovic, John A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,h-index = 75 (在纳入 h-Index 的 421 文献中，有 75 篇已被至少引用 75 次。),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,<1970,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,>2020,总计
出版年份,文献标题,作者,ISSN,期刊标题,卷,期,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,10,8,34,37,47,87,118,138,167,157,139,185,142,238,187,196,158,266,306,513,784,925,1242,1258,1509,1770,1670,1644,1589,1636,1560,1549,1605,1593,1528,374,0,25387
2003,Range-Free Localization Schemes for Large Scale Sensor Networks,"He T., Huang C., Blum B.M., Stankovic J.A., Abdelzaher T.",,"Proceedings of the Annual International Conference on Mobile Computing and Networking, MOBICOM",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,94,122,131,176,205,216,191,198,159,176,149,95,88,88,76,20,0,2219
2002,Denial of service in sensor networks,"Wood A.D., Stankovic J.A.",189162,Computer,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37,73,83,95,79,89,71,70,58,56,62,53,67,58,58,48,13,0,1085
2004,Security in wireless sensor networks,"Perrig A., Stankovic J., Wagner D.",10782,Communications of the ACM,47,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,59,75,71,71,86,69,61,67,60,70,66,54,47,53,11,0,958
2010,Cyber-physical systems: The next computing revolution,"Rajkumar R., Lee I., Sha L., Stankovic J.",0738100X,Proceedings - Design Automation Conference,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,37,52,72,97,134,143,174,177,46,0,956
